,expid,peakid,year,season,nation,bcdate,smtdate,smttime,o2used
9238,CHOY16315,CHOY,2016,3.0,Spain,2016-09-11,2016-10-04,0700,0
9239,CHOY16316,CHOY,2016,3.0,France,2016-09-21,2016-10-05,1205,0
9240,CHOY16317,CHOY,2016,3.0,Czech Republic,2016-09-15,2016-10-06,1500,0
9241,CHOY16318,CHOY,2016,3.0,China,2016-09-10,2016-10-03,,1
9242,CHOY16319,CHOY,2016,3.0,Russia,2016-09-17,2016-09-30,0900,1
9243,AMAD16304,AMAD,2016,3.0,New Zealand,2016-10-23,2016-11-02,,0
9244,AMAD16309,AMAD,2016,3.0,UK,2016-10-27,2016-11-05,1320,0
9245,AMAD16310,AMAD,2016,3.0,Netherlands,2016-10-19,2016-10-31,0630,0
9246,AMAD16311,AMAD,2016,3.0,Switzerland,,,,0
9247,AMAD16312,AMAD,2016,3.0,Germany,,2016-11-02,,0
9248,AMAD16313,AMAD,2016,3.0,Spain,2016-10-24,2016-11-06,1100,0
9249,AMAD16314,AMAD,2016,3.0,Finland,,2016-11-09,,0
9250,AMAD16315,AMAD,2016,3.0,Italy,,,,0
9251,AMAD16316,AMAD,2016,3.0,USA,2016-11-05,2016-11-09,1125,0
9252,AMAD16317,AMAD,2016,3.0,Canada,2016-10-19,2016-10-28,1000,0
9253,AMAD16318,AMAD,2016,3.0,Romania,2016-10-21,2016-10-30,0845,0
9254,AMAD16319,AMAD,2016,3.0,USA,2016-10-23,2016-10-30,0645,0
9255,AMAD16320,AMAD,2016,3.0,Poland,,2016-11-02,,0
9256,AMAD16321,AMAD,2016,3.0,Italy,2016-10-30,2016-11-05,1230,0
9257,AMAD16322,AMAD,2016,3.0,Sweden,,2016-10-30,,0
9258,AMAD16323,AMAD,2016,3.0,Switzerland,,2016-10-31,,0
9259,AMAD16324,AMAD,2016,3.0,USA,,,,0
9260,AMAD16325,AMAD,2016,3.0,Ireland,2016-11-06,2016-11-12,1205,0
9261,AMAD16326,AMAD,2016,3.0,France,2016-10-23,2016-10-30,,0
9262,AMAD16327,AMAD,2016,3.0,Austria,,2016-11-09,1100,0
9263,AMAD16328,AMAD,2016,3.0,Spain,,2016-10-30,0745,0
9264,AMAD16329,AMAD,2016,3.0,UK,,2016-11-20,,0
9265,AMAD16330,AMAD,2016,3.0,Ukraine,,2016-11-13,1740,0
9266,AMAD16331,AMAD,2016,3.0,Nepal,,2016-11-18,,0
9267,AMAD16332,AMAD,2016,3.0,Spain,2016-10-14,2016-10-27,1100,0
9268,AMAD16336,AMAD,2016,3.0,Switzerland,2016-10-15,2016-10-26,,0
9269,AMAD16337,AMAD,2016,3.0,UK,,,,0
9270,AMAD16335,AMAD,2016,3.0,Slovenia,,2016-11-17,,0
9271,AMAD16333,AMAD,2016,3.0,S Korea,,2016-10-28,0830,0
9272,AMAD16334,AMAD,2016,3.0,Israel,,2016-10-27,,0
9273,AMAD16338,AMAD,2016,3.0,Spain,,2016-10-28,0830,0
9274,AMAD16339,AMAD,2016,3.0,Germany,2016-10-19,2016-10-28,1000,0
9275,AMAD16340,AMAD,2016,3.0,France,2016-09-29,,,0
9276,AMAD16341,AMAD,2016,3.0,Poland,,2016-11-11,0915,0
9277,AMAD16342,AMAD,2016,3.0,USA,2016-11-11,2016-11-16,0930,0
9278,ANN216301,ANN2,2016,3.0,UK,,,,0
9279,BARU16301,BARU,2016,3.0,USA,2016-10-26,2016-11-04,,0
9280,CHUG16301,CHUG,2016,3.0,USA,2016-10-31,2016-11-02,,0
9281,DHA116301,DHA1,2016,3.0,UK,2016-09-08,2016-09-18,,0
9282,GANG16301,GANG,2016,3.0,S Korea,,2016-10-20,1245,0
9283,GANW16301,GANW,2016,3.0,S Korea,,2016-10-08,,0
9284,EVER16301,EVER,2016,3.0,Spain,2016-08-19,2016-09-13,,0
9285,EVER16302,EVER,2016,3.0,Japan,2016-09-03,2016-10-07,,0
9286,AMAD16343,AMAD,2016,3.0,UK,2016-11-12,2016-11-16,0606,0
9287,GIME16301,GIME,2016,3.0,Austria,2016-10-26,2016-11-10,0730,0
9288,NGOJ16301,NGOJ,2016,3.0,Canada,2016-08-28,2016-09-30,,1
9289,NGO316301,NGO3,2016,3.0,Canada,2016-08-28,2016-09-30,,0
9290,HIML16301,HIML,2016,3.0,Switzerland,2016-09-16,2016-09-27,,1
9291,HIML16302,HIML,2016,3.0,Germany,2016-09-24,2016-10-05,,0
9292,HIML16303,HIML,2016,3.0,Germany,2016-09-21,2016-10-01,,0
9293,HIML16304,HIML,2016,3.0,Germany,2016-09-30,2016-10-08,,0
9294,HIML16305,HIML,2016,3.0,Turkey,2016-10-22,2016-10-29,1100,0
9295,HIML16306,HIML,2016,3.0,Italy,2016-10-28,2016-11-03,1030,0
9296,HIML16307,HIML,2016,3.0,Spain,2016-10-31,2016-11-06,1200,0
9297,HIML16308,HIML,2016,3.0,Germany,2016-10-13,2016-10-16,1200,0
9298,HIML16309,HIML,2016,3.0,France,,2016-10-29,1300,0
9299,HIML16310,HIML,2016,3.0,Spain,2016-09-24,2016-10-04,,0
9300,HIML16311,HIML,2016,3.0,UK,2016-10-24,2016-11-04,,0
9301,LUNR16301,LUNR,2016,3.0,Austria,2016-11-05,2016-11-20,,0
9302,RIPI16301,RIPI,2016,3.0,Nepal,2016-11-08,2016-11-10,1400,0
9303,LDNG16301,LDNG,2016,3.0,UK,2016-11-14,,,0
9304,LDNG16302,LDNG,2016,3.0,USA,2016-10-28,2016-11-01,,0
9305,KARY16301,KARY,2016,3.0,Spain,2016-10-23,2016-10-31,,0
9306,NUMB16301,NUMB,2016,3.0,Spain,2016-10-23,2016-11-04,,0
9307,PAWR15101,PAWR,2015,1.0,France,2015-05-06,2015-05-09,1100,0
9308,PAWR16301,PAWR,2016,3.0,Norway,2016-10-31,2016-11-07,1300,0
9309,KCHS16301,KCHS,2016,3.0,UK,,2016-11-06,1130,0
9310,KIMS16301,KIMS,2016,3.0,Italy,2016-10-06,2016-10-21,,0
9311,LNJU16301,LNJU,2016,3.0,USA,2016-10-26,2016-10-29,,0
9312,MAK216301,MAK2,2016,3.0,France,2016-09-13,2016-09-20,,0
9313,AMAD16344,AMAD,2016,3.0,Germany,2016-10-14,2016-10-30,,0
9314,PUMO16301,PUMO,2016,3.0,Netherlands,2016-11-09,2016-11-18,,0
9315,MANA16301,MANA,2016,3.0,New Zealand,2016-09-02,2016-10-01,0725,1
9316,MANA16302,MANA,2016,3.0,Germany,2016-09-21,2016-10-07,,0
9317,MANA16303,MANA,2016,3.0,Netherlands,2016-09-12,2016-09-30,0615,1
9318,MANA16304,MANA,2016,3.0,China,,2016-09-30,0620,1
9319,MANA16305,MANA,2016,3.0,Russia,2016-09-11,2016-09-30,0830,1
9320,MANA16306,MANA,2016,3.0,Singapore,2016-09-13,2016-09-30,0630,1
9321,MANA16307,MANA,2016,3.0,S Korea,,,,0
9322,MANA16308,MANA,2016,3.0,China,2016-09-13,2016-09-30,0727,1
9323,MANA16309,MANA,2016,3.0,India,2016-09-11,2016-09-30,0630,1
9324,MANA16310,MANA,2016,3.0,Russia,2016-09-17,2016-09-30,0700,1
9325,MANA16311,MANA,2016,3.0,Austria,2016-09-07,2016-10-01,,0
9326,MANA16312,MANA,2016,3.0,Nepal,2016-09-10,2016-09-30,0700,1
9327,MANA16313,MANA,2016,3.0,USA,2016-09-16,2016-10-01,0943,1
9328,MANA16314,MANA,2016,3.0,UK,2016-09-11,2016-10-02,,1
9329,MANA16315,MANA,2016,3.0,Switzerland,2016-09-11,2016-10-01,0930,0
9330,MANA16316,MANA,2016,3.0,Sweden,2016-09-15,2016-09-30,0930,1
9331,MANA16317,MANA,2016,3.0,Nepal,2016-09-03,2016-09-29,0800,0
9332,MANA16318,MANA,2016,3.0,Czech Republic,2016-09-11,2016-10-01,0745,0
9333,MANA16319,MANA,2016,3.0,Nepal,2016-09-10,2016-09-30,0900,1
9334,MANA16320,MANA,2016,3.0,Nepal,2016-09-17,2016-09-30,0930,0
9335,AMAD16345,AMAD,2016,3.0,Spain,2016-10-17,2016-10-27,1100,0
9336,AMAD16346,AMAD,2016,3.0,Spain,,2016-11-02,0900,0
9337,MANA16321,MANA,2016,3.0,Austria,2016-09-11,2016-09-30,0900,1
9338,MANA16322,MANA,2016,3.0,Canada,2016-09-08,2016-09-30,0635,0
9339,MANA16323,MANA,2016,3.0,Romania,2016-09-11,2016-10-01,0745,0
9340,MANA16324,MANA,2016,3.0,Spain,2016-09-10,2016-10-04,1130,0
9341,MANA16325,MANA,2016,3.0,Italy,2016-09-11,2016-10-01,0930,0
9342,MANA16326,MANA,2016,3.0,Japan,2016-08-27,2016-10-07,1335,1
9343,MANA16327,MANA,2016,3.0,Norway,2016-09-11,2016-09-30,0815,1
9344,OMIT16301,OMIT,2016,3.0,USA,,,,0
9345,TILI16301,TILI,2016,3.0,Russia,2016-10-21,2016-11-04,0400,0
9346,MUKT16301,MUKT,2016,3.0,France,2016-09-26,2016-09-28,,0
9347,PUTH16301,PUTH,2016,3.0,Austria,,,,0
9348,PUTH16302,PUTH,2016,3.0,Germany,,,,0
9349,PUTH16303,PUTH,2016,3.0,France,,,,0
9350,TAKP16301,TAKP,2016,3.0,Japan,,,,0
9351,TAKN16301,TAKN,2016,3.0,Germany,,2016-10-12,1100,0
9352,NGOR16301,NGOR,2016,3.0,Austria,2016-10-16,2016-10-21,1015,0
9353,MANA16328,MANA,2016,3.0,Argentina,,2016-09-30,1000,0
9354,MANA16329,MANA,2016,3.0,Japan,,2016-09-30,,0
9355,MANA16330,MANA,2016,3.0,Czech Republic,2016-10-20,,,0
9356,MUKT16302,MUKT,2016,3.0,Germany,,,,0
9357,NAN216301,NAN2,2016,3.0,Japan,2016-09-29,2016-10-17,1237,0
9358,SALW16301,SALW,2016,3.0,Romania,2016-10-28,2016-10-31,1410,0
9359,ROLK16301,ROLK,2016,3.0,Japan,2016-10-05,2016-10-19,1305,0
9360,BARU16302,BARU,2016,3.0,Czech Republic,,2016-11-05,,0
9361,BARU16303,BARU,2016,3.0,S Korea,,,,0
9362,BARU16304,BARU,2016,3.0,Switzerland,,,,0
9363,PUTH16304,PUTH,2016,3.0,India,2016-09-17,,,0
9364,AMAD16347,AMAD,2016,3.0,Canada,,2016-10-18,,0
9365,AMAD16348,AMAD,2016,3.0,China,,2016-11-12,,0
9366,MANA16331,MANA,2016,3.0,Japan,2016-10-01,,,0
9367,PANB16301,PANB,2016,3.0,France,2016-09-30,2016-10-06,,0
9368,PANB16302,PANB,2016,3.0,France,,,,0
9369,AMAD16301,AMAD,2016,3.0,Nepal,,2016-10-26,1149,0
9370,LANG16301,LANG,2016,3.0,Italy,,,,0
9371,POTA16301,POTA,2016,3.0,Nepal,2016-10-09,2016-10-13,1145,0
9372,KNAG16301,KNAG,2016,3.0,Japan,2016-10-08,2016-10-17,,0
9373,GANG16302,GANG,2016,3.0,Japan,,,,0
9374,KHAM16301,KHAM,2016,3.0,Japan,,,,0
9375,TSAR16301,TSAR,2016,3.0,Japan,,,,0
9376,PK4116301,PK41,2016,3.0,S Korea,2016-10-10,2016-10-27,,0
9377,TOBS16201,TOBS,2016,2.0,Nepal,2016-07-14,2016-07-15,,0
9378,MALA14301,MALA,2014,3.0,Japan,2014-09-25,2014-10-15,,0
9379,MALA16301,MALA,2016,3.0,Japan,2016-10-18,2016-10-21,,0
9380,EVER13189,EVER,2013,1.0,France,2013-04-05,2013-05-18,,1
9381,KCHS16302,KCHS,2016,3.0,UK,2016-10-17,2016-10-26,,0
9382,OMBG16301,OMBG,2016,3.0,Ukraine,,2016-11-01,1200,0
9383,MANA16401,MANA,2016,4.0,France,2016-12-31,2017-01-22,,0
9384,AMAD16350,AMAD,2016,3.0,Australia,,2016-11-02,,0
9385,AMAD16351,AMAD,2016,3.0,France,2016-11-01,2016-11-06,0830,0
9386,AMAD16352,AMAD,2016,3.0,USA,,2016-11-01,,0
9387,AMAD16353,AMAD,2016,3.0,Austria,,2016-10-27,,0
9388,AMAD16354,AMAD,2016,3.0,Australia,,2016-10-31,,0
9389,AMAD16355,AMAD,2016,3.0,Austria,,2016-11-01,,0
9390,AMAD16356,AMAD,2016,3.0,Iran,2016-10-25,2016-10-28,0700,0
9391,AMAD16357,AMAD,2016,3.0,Italy,,2016-11-11,,0
9392,AMAD16358,AMAD,2016,3.0,UK,,2016-11-18,,0
9393,AMAD16359,AMAD,2016,3.0,Australia,,2016-10-17,,0
9394,LDAK16301,LDAK,2016,3.0,Netherlands,2016-10-08,2016-10-11,0615,0
9395,MANA16332,MANA,2016,3.0,Italy,,2016-10-04,,0
9396,PERI16301,PERI,2016,3.0,Italy,,2016-12-06,,0
9397,TUKU16301,TUKU,2016,3.0,Nepal,,2016-09-29,0630,0
9398,EVER16401,EVER,2016,4.0,Spain,2017-01-04,2017-02-14,,1
9399,TKRE16401,TKRE,2016,4.0,USA,,2017-01-15,,0
9400,URKM16101,URKM,2016,1.0,Switzerland,2016-04-15,2016-04-17,,0
9401,AMAD16360,AMAD,2016,3.0,France,2016-11-12,2016-11-17,0930,0
