,expid,peakid,year,season,nation,bcdate,smtdate,smttime,o2used
3038,PUTH72102,PUTH,1972,1.0,W Germany,,,,0
3039,PYRM49101,PYRM,1949,1.0,Switzerland,1949-05-19,1949-06-06,,0
3040,RAMD55101,RAMD,1955,1.0,UK,,1955-04-04,,0
3041,RATH59301,RATH,1959,3.0,India,,,,0
3042,RATH64301,RATH,1964,3.0,India,1964-10-21,1964-10-29,1315,0
3043,RATH87101,RATH,1987,1.0,India,1987-05-18,1987-05-24,1200,0
3044,ROCN69101,ROCN,1969,1.0,W Germany,1969-04-02,1969-05-09,,0
3045,ROCN81101,ROCN,1981,1.0,Sweden,1981-04-06,1981-05-13,,0
3046,ROCN84301,ROCN,1984,3.0,Switzerland,1984-09-17,1984-10-06,,0
3047,ROCN86301,ROCN,1986,3.0,France,1986-10-19,1986-11-07,,0
3048,ROCN88301,ROCN,1988,3.0,Poland,1988-08-30,1988-10-13,,1
3049,SAIP54101,SAIP,1954,1.0,Austria,1954-05-08,1954-05-29,,0
3050,SAIP54301,SAIP,1954,3.0,New Zealand,,,,0
3051,SHA274101,SHA2,1974,1.0,W Germany,1974-04-05,1974-05-23,1345,0
3052,SITA70301,SITA,1970,3.0,Japan,,1970-10-26,,0
3053,SNOW79301,SNOW,1979,3.0,Japan,1979-09-02,,,0
3054,SPHN93101,SPHN,1993,1.0,Japan,1993-03-17,1993-04-20,,0
3055,TAWO63101,TAWO,1963,1.0,New Zealand,1963-04-13,1963-05-07,,0
3056,TAWO74101,TAWO,1974,1.0,France,1974-04-04,1974-04-15,,0
3057,TAWO82301,TAWO,1982,3.0,Switzerland,1982-09-25,1982-11-07,,0
3058,TAWO87401,TAWO,1987,4.0,USA,,,,0
3059,KIRA10101,KIRA,1910,1.0,UK,,,,0
3060,KIRA36201,KIRA,1936,2.0,Germany,,1936-09-10,,0
3061,KIRA37101,KIRA,1937,1.0,Switzerland,,,,0
3062,KIRA86301,KIRA,1986,3.0,France,1986-10-03,1986-10-16,,1
3063,THAR56101,THAR,1956,1.0,UK,,,,0
3064,THAR64301,THAR,1964,3.0,Japan,1964-09-15,1964-10-23,1400,0
3065,THAR65101,THAR,1965,1.0,W Germany,1965-04-06,1965-05-24,,0
3066,TILI65301,TILI,1965,3.0,Japan,1965-10-11,1965-10-11,,0
3067,TILI72101,TILI,1972,1.0,W Germany,,,,0
3068,TILI86301,TILI,1986,3.0,France,,,,0
3069,TLNG20301,TLNG,1920,3.0,UK,,,,0
3070,TLNG53101,TLNG,1953,1.0,UK,,1953-05-25,,0
3071,TLNG54101,TLNG,1954,1.0,UK,,1954-05-22,,0
3072,TLNG55101,TLNG,1955,1.0,UK,1955-04-12,1955-04-17,,0
3073,TLNG61101,TLNG,1961,1.0,UK,,,,0
3074,TLNG63301,TLNG,1963,3.0,Japan,1963-10-28,,,0
3075,TLNG75101,TLNG,1975,1.0,India,1975-04-10,1975-04-23,,0
3076,TONG59301,TONG,1959,3.0,USA,,1959-10-18,,0
3077,TONG62101,TONG,1962,1.0,Japan,1962-05-06,1962-05-09,,0
3078,TUKU88301,TUKU,1988,3.0,S Korea,,1988-11-15,,0
3079,TUKU89401,TUKU,1989,4.0,France,,,,0
3080,URKM64101,URKM,1964,1.0,Japan,,1964-05-05,,0
3081,URKM71101,URKM,1971,1.0,Austria,,1971-05-09,,0
3082,URKM71102,URKM,1971,1.0,USA,,,,0
3083,URKM74301,URKM,1974,3.0,USA,,1974-11-18,,0
3084,MERR63301,MERR,1963,3.0,Japan,1963-10-28,,,0
3085,TSUR74101,TSUR,1974,1.0,Japan,,,,0
3086,TSUR75101,TSUR,1975,1.0,Japan,1975-03-01,1975-04-12,,0
3087,TSUR87301,TSUR,1987,3.0,Spain,1987-09-21,1987-10-03,,0
3088,YALU65101,YALU,1965,1.0,Japan,,,,0
3089,YALU67101,YALU,1967,1.0,Japan,,,,0
3090,YALU81102,YALU,1981,1.0,Japan,1981-03-16,1981-05-09,1230,1
3091,YALU84101,YALU,1984,1.0,Japan,,,,0
3092,YALU89101,YALU,1989,1.0,USSR,1989-03-09,1989-04-30,1155,1
3093,CHOY95313,CHOY,1995,3.0,Spain,1995-08-28,1995-09-11,,0
3094,FIRN87301,FIRN,1987,3.0,Austria,1987-10-17,1987-10-25,,0
3095,LHOT98104,LHOT,1998,1.0,Switzerland,1998-04-19,1998-05-19,,0
3096,LNPO10101,LNPO,1910,1.0,UK,,,,0
3097,RAMT30101,RAMT,1930,1.0,Germany,1930-04-26,1930-05-19,,0
3098,LING35201,LING,1935,2.0,UK,1935-07-06,1935-08-10,1120,0
3099,PYRM39101,PYRM,1939,1.0,Switzerland,,1939-08-17,,0
3100,KANG51301,KANG,1951,3.0,Switzerland,,,,0
3101,CHUW52301,CHUW,1952,3.0,Japan,,1952-10-23,,0
3102,IMJA53101,IMJA,1953,1.0,UK,,,,0
3103,GAN254101,GAN2,1954,1.0,Japan,1954-04-26,,,0
3104,CHUL55201,CHUL,1955,2.0,W Germany,,1955-07-23,,0
3105,IMJA56101,IMJA,1956,1.0,Switzerland,1956-04-05,1956-04-06,,0
3106,ANN257101,ANN2,1957,1.0,UK,1957-04-16,1957-05-16,,0
3107,SING57101,SING,1957,1.0,UK,1957-04-24,1957-06-13,1500,0
3108,IMJA58301,IMJA,1958,3.0,UK,,,,0
3109,IMJA60301,IMJA,1960,3.0,New Zealand,,,,0
3110,IMJA64101,IMJA,1964,1.0,Denmark,,1964-05-15,,0
3111,EVER65102,EVER,1965,1.0,China,,,,0
3112,EVER67101,EVER,1967,1.0,China,,,,0
3113,EVER67301,EVER,1967,3.0,China,,,,0
3114,TUKU68101,TUKU,1968,1.0,USA,,,,0
3115,MAKA71101,MAKA,1971,1.0,France,1971-03-19,1971-05-23,1615,1
3116,GANC71101,GANC,1971,1.0,USA,,,,0
3117,KWAN71101,KWAN,1971,1.0,W Germany,,,,0
3118,GAUR71301,GAUR,1971,3.0,Norway,,,,0
3119,CHOY98301,CHOY,1998,3.0,Finland,1998-08-29,1998-09-24,1320,1
3120,CHOY98302,CHOY,1998,3.0,Australia,1998-08-29,1998-09-24,1320,0
3121,CHOY98321,CHOY,1998,3.0,Spain,1998-09-01,1998-09-25,1035,0
3122,CHOY98303,CHOY,1998,3.0,Germany,1998-09-06,1998-09-24,1300,0
3123,CHOY98304,CHOY,1998,3.0,Italy,1998-09-08,1998-09-26,1030,0
3124,CHOY98305,CHOY,1998,3.0,Romania,1998-09-10,1998-09-24,1500,0
3125,CHOY98306,CHOY,1998,3.0,Spain,1998-09-03,1998-09-13,,0
3126,CHOY98307,CHOY,1998,3.0,USA,1998-09-05,1998-09-28,1100,1
3127,CHOY98308,CHOY,1998,3.0,Japan,1998-09-08,1998-09-26,0827,1
3128,CHOY98309,CHOY,1998,3.0,Spain,1998-09-08,1998-09-27,1115,0
3129,CHOY98310,CHOY,1998,3.0,Spain,1998-09-08,1998-09-27,,0
3130,CHOY98311,CHOY,1998,3.0,Spain,1998-09-08,1998-09-27,1115,0
3131,CHOY98312,CHOY,1998,3.0,Spain,1998-09-08,1998-09-28,1545,0
3132,CHOY98313,CHOY,1998,3.0,UK,1998-09-05,1998-09-24,1315,1
3133,CHOY98314,CHOY,1998,3.0,USA,1998-09-01,1998-09-28,1115,1
3134,CHOY98315,CHOY,1998,3.0,UK,1998-09-05,1998-09-28,,1
3135,CHOY98316,CHOY,1998,3.0,Estonia,1998-09-13,1998-10-09,1045,1
3136,CHOY98317,CHOY,1998,3.0,Spain,1998-09-06,1998-09-27,0745,0
3137,CHOY98318,CHOY,1998,3.0,UK,1998-09-05,1998-09-26,,1
3138,CHOY98319,CHOY,1998,3.0,Japan,1998-09-01,1998-09-25,1050,1
3139,CHOY98320,CHOY,1998,3.0,Spain,1998-09-03,1998-09-27,0845,0
3140,CHOY98322,CHOY,1998,3.0,Germany,1998-09-20,1998-10-11,1010,0
3141,PUMO98301,PUMO,1998,3.0,Ukraine,1998-09-24,1998-10-05,1230,0
3142,AMAD98301,AMAD,1998,3.0,Ukraine,1998-10-09,1998-10-13,1300,0
3143,PUMO98302,PUMO,1998,3.0,Czech Republic,1998-10-01,1998-10-11,1330,0
3144,PUMO98303,PUMO,1998,3.0,Italy,1998-09-28,1998-10-12,0630,0
3145,PUMO98304,PUMO,1998,3.0,Australia,1998-09-18,1998-10-07,1100,0
3146,DHA198301,DHA1,1998,3.0,Spain,1998-09-05,1998-10-05,,0
3147,DHA198302,DHA1,1998,3.0,Greece,1998-09-08,1998-10-02,,0
3148,DHA198303,DHA1,1998,3.0,Spain,1998-09-10,1998-09-19,,0
3149,DHA198304,DHA1,1998,3.0,Spain,1998-09-04,1998-09-20,,0
3150,DHA198305,DHA1,1998,3.0,Japan,1998-09-14,1998-10-06,,1
3151,DHA198306,DHA1,1998,3.0,Italy,1998-09-19,1998-10-04,,0
3152,DHA198307,DHA1,1998,3.0,Japan,1998-09-06,1998-09-30,1430,1
3153,GURK98301,GURK,1998,3.0,Japan,1998-09-26,1998-10-13,,0
3154,MANA98301,MANA,1998,3.0,Japan,1998-09-12,1998-09-27,,0
3155,MANA98302,MANA,1998,3.0,Japan,1998-09-02,1998-09-15,,0
3156,ANN498301,ANN4,1998,3.0,Czech Republic,1998-09-29,1998-10-15,,0
3157,ANN398301,ANN3,1998,3.0,Japan,1998-09-08,1998-09-25,,0
3158,ANN198301,ANN1,1998,3.0,USA,1998-09-06,1998-10-17,,0
3159,GANG98301,GANG,1998,3.0,UK,1998-10-04,1998-10-15,,0
3160,TILI98301,TILI,1998,3.0,France,1998-10-12,1998-10-23,1600,0
3161,TILI98302,TILI,1998,3.0,France,1998-09-20,1998-09-28,,0
3162,BHRI98301,BHRI,1998,3.0,Spain,1998-10-14,1998-10-17,1100,0
3163,SAIP98301,SAIP,1998,3.0,Japan,1998-09-14,1998-10-07,,0
3164,MANA98303,MANA,1998,3.0,Austria,1998-10-07,1998-10-25,,0
3165,MANA98304,MANA,1998,3.0,Georgia,1998-09-07,1998-10-10,,0
3166,AMAD98302,AMAD,1998,3.0,Czech Republic,1998-09-29,1998-10-09,1100,0
3167,AMAD98303,AMAD,1998,3.0,Russia,1998-10-12,1998-10-18,1200,0
3168,AMAD98304,AMAD,1998,3.0,USA,1998-10-12,1998-10-24,,0
3169,AMAD98305,AMAD,1998,3.0,Japan,1998-10-01,1998-10-14,1130,0
3170,AMAD98306,AMAD,1998,3.0,Japan,1998-10-01,1998-10-12,1130,0
3171,AMAD98307,AMAD,1998,3.0,UK,1998-10-15,1998-10-19,1000,0
3172,AMAD98308,AMAD,1998,3.0,Japan,1998-09-30,1998-10-13,1130,0
3173,AMAD98309,AMAD,1998,3.0,Latvia,1998-09-28,1998-10-11,1130,0
3174,AMAD98310,AMAD,1998,3.0,USA,1998-10-16,1998-10-23,1315,0
3175,AMAD98311,AMAD,1998,3.0,Canada,1998-10-09,1998-10-17,0845,0
3176,AMAD98312,AMAD,1998,3.0,Germany,1998-10-01,1998-10-13,,0
3177,AMAD98313,AMAD,1998,3.0,Switzerland,1998-09-28,1998-10-11,0900,0
3178,AMAD98314,AMAD,1998,3.0,Germany,1998-10-22,1998-10-27,1000,0
3179,AMAD98315,AMAD,1998,3.0,Italy,1998-10-15,1998-10-22,0900,0
3180,AMAD98316,AMAD,1998,3.0,UK,1998-10-12,1998-10-22,0702,0
3181,AMAD98317,AMAD,1998,3.0,Switzerland,1998-10-15,1998-10-18,1000,0
3182,AMAD98318,AMAD,1998,3.0,USA,1998-10-11,1998-10-21,1130,0
3183,AMAD98319,AMAD,1998,3.0,France,1998-11-02,1998-11-06,0900,0
3184,AMAD98320,AMAD,1998,3.0,France,1998-10-23,1998-10-26,,0
3185,AMAD98321,AMAD,1998,3.0,UK,1998-10-12,1998-10-19,0825,0
3186,AMAD98322,AMAD,1998,3.0,UK,1998-10-03,1998-10-16,1030,0
3187,AMAD98323,AMAD,1998,3.0,Poland,1998-10-29,1998-11-06,1330,0
3188,AMAD98324,AMAD,1998,3.0,France,1998-10-10,1998-10-21,1230,0
3189,AMAD98325,AMAD,1998,3.0,Iceland,1998-10-12,1998-10-20,0800,0
3190,AMAD98326,AMAD,1998,3.0,Austria,1998-10-10,1998-10-16,1630,0
3191,AMAD98327,AMAD,1998,3.0,Spain,1998-10-17,1998-10-22,,0
3192,AMAD98328,AMAD,1998,3.0,France,1998-10-14,1998-10-22,0945,0
3193,AMAD98329,AMAD,1998,3.0,Switzerland,1998-10-07,1998-10-16,1230,0
3194,PUMO98305,PUMO,1998,3.0,Japan,1998-10-12,1998-10-22,1330,0
3195,PUMO98306,PUMO,1998,3.0,UK,1998-10-27,1998-11-02,,0
3196,GYAC98301,GYAC,1998,3.0,Poland,1998-09-08,1998-10-03,,0
3197,GYAC98302,GYAC,1998,3.0,Japan,1998-09-17,1998-10-11,,0
3198,KTEG98301,KTEG,1998,3.0,France,1998-10-11,1998-10-27,1100,0
3199,PUTH98301,PUTH,1998,3.0,France,1998-10-21,1998-10-27,,0
3200,SAIP98302,SAIP,1998,3.0,USA,1998-10-28,1998-11-04,,0
3201,EVER98302,EVER,1998,3.0,Nepal,1998-09-18,1998-10-17,,1
3202,AMAD98330,AMAD,1998,3.0,Austria,1998-11-05,1998-11-09,1510,0
3203,EVER98303,EVER,1998,3.0,Spain,1998-09-06,1998-10-15,,1
3204,EVER98304,EVER,1998,3.0,Japan,1998-07-31,1998-09-16,,0
3205,EVER98305,EVER,1998,3.0,Spain,1998-08-24,1998-09-25,,0
3206,EVER98306,EVER,1998,3.0,Japan,1998-09-07,1998-10-15,,1
3207,LHOT98301,LHOT,1998,3.0,China,1998-09-08,1998-10-13,0830,0
3208,EVER98308,EVER,1998,3.0,USA,1998-09-02,1998-09-24,,0
3209,EVER98309,EVER,1998,3.0,France,1998-08-24,1998-09-25,,0
3210,EVER98301,EVER,1998,3.0,Italy,1998-08-24,1998-09-25,,0
3211,EVER98307,EVER,1998,3.0,Japan,1998-08-26,1998-10-11,8040,1
3212,AMAD98331,AMAD,1998,3.0,France,1998-11-09,1998-11-15,1045,0
3213,LSHR98301,LSHR,1998,3.0,Russia,1998-09-17,1998-11-01,1700,1
3214,BARU98301,BARU,1998,3.0,USA,1998-10-09,1998-10-18,1300,0
3215,BARU98302,BARU,1998,3.0,France,1998-10-27,1998-11-02,,0
3216,BARU98303,BARU,1998,3.0,Austria,1998-10-19,1998-10-25,,0
3217,BARU98304,BARU,1998,3.0,Austria,1998-10-05,1998-10-09,,0
3218,BARU98305,BARU,1998,3.0,Belgium,1998-10-09,1998-10-18,,0
3219,DROM98301,DROM,1998,3.0,UK,1998-10-01,1998-10-08,,0
3220,TENG98301,TENG,1998,3.0,UK,1998-09-19,1998-09-26,1300,0
3221,DROM98302,DROM,1998,3.0,UK,,,,0
3222,MAKA98304,MAKA,1998,3.0,Japan,1998-09-01,1998-10-08,,1
3223,MAKA98301,MAKA,1998,3.0,Japan,1998-08-23,1998-09-24,,1
3224,MAKA98302,MAKA,1998,3.0,S Korea,1998-09-23,1998-10-08,,0
3225,MAKA98303,MAKA,1998,3.0,Poland,1998-09-12,1998-09-26,,1
3226,TENG98302,TENG,1998,3.0,UK,1998-10-13,1998-10-22,,1
3227,KANG98301,KANG,1998,3.0,UK,1998-09-07,1998-10-18,,0
3228,JANU98301,JANU,1998,3.0,France,1998-09-22,1998-10-14,,0
3229,TAPL98301,TAPL,1998,3.0,Japan,1998-09-23,1998-10-08,1255,1
3230,PYRM98301,PYRM,1998,3.0,New Zealand,1998-10-22,1998-10-29,,0
3231,RAMT98301,RAMT,1998,3.0,USA,1998-09-25,1998-09-29,,0
3232,RAMT98302,RAMT,1998,3.0,UK,1998-10-08,1998-10-18,,0
3233,CHAN98301,CHAN,1998,3.0,Japan,1998-10-25,1998-10-31,,0
3234,KANT98301,KANT,1998,3.0,Japan,1998-09-14,1998-09-19,,0
3235,PUMO98307,PUMO,1998,3.0,Austria,1998-11-10,1998-11-15,1220,0
3236,MANA98305,MANA,1998,3.0,S Korea,1998-09-29,1998-10-24,,0
3237,MANA98306,MANA,1998,3.0,Bulgaria,1998-10-01,1998-10-29,,0
3238,MANA98307,MANA,1998,3.0,Colombia,1998-09-13,1998-10-12,,0
3239,GAMA70301,GAMA,1970,3.0,Japan,,1970-10-25,,0
3240,RAMC74301,RAMC,1974,3.0,Yugoslavia,,1974-10-05,1530,0
3241,KWAN75301,KWAN,1975,3.0,Nepal,,1975-10-17,,0
3242,KWAN78301,KWAN,1978,3.0,Japan,,1978-11-11,,0
3243,KWAN78401,KWAN,1978,4.0,Japan,,1979-01-02,,0
3244,TSUR79301,TSUR,1979,3.0,Japan,1979-09-02,1979-10-15,,0
3245,AMAD80101,AMAD,1980,1.0,France,,,,0
3246,GAN282301,GAN2,1982,3.0,Japan,,,,0
3247,KWAN82401,KWAN,1982,4.0,USA,1982-11-28,1982-12-02,,0
3248,KWAN82402,KWAN,1982,4.0,Japan,1982-12-23,1983-01-08,,0
3249,LOBE84301,LOBE,1984,3.0,Nepal,,1984-09-11,,0
3250,CHOY86104,CHOY,1986,1.0,W Germany,,1986-05-12,,0
3251,APIM87301,APIM,1987,3.0,Italy,,,,0
3252,KANB87301,KANB,1987,3.0,France,,,,0
3253,MANN87301,MANN,1987,3.0,W Germany,,,,0
3254,MANN87302,MANN,1987,3.0,Denmark,,,,0
3255,AMAD98401,AMAD,1998,4.0,USA,1998-11-25,1998-12-02,,0
3256,AMAD98402,AMAD,1998,4.0,Australia,1998-12-01,1998-12-05,,0
3257,BARU97306,BARU,1997,3.0,Italy,,,,0
3258,CHOY94312,CHOY,1994,3.0,Yugoslavia,,1994-10-20,,0
3259,CHOY94313,CHOY,1994,3.0,UK,,1994-10-22,,0
3260,CHOY96321,CHOY,1996,3.0,Spain,1996-09-08,1996-09-28,1800,0
3261,CHOY97322,CHOY,1997,3.0,Russia,1997-09-07,1997-09-30,,0
3262,EVER95115,EVER,1995,1.0,UK,1995-04-09,1995-05-13,1208,0
3263,KTEG98302,KTEG,1998,3.0,Italy,1998-11-08,1998-11-15,,0
3264,LOBE97301,LOBE,1997,3.0,Slovenia,1997-09-24,1997-10-01,,0
3265,MANA96308,MANA,1996,3.0,USA,1996-09-15,1996-10-13,,0
3266,MANA98401,MANA,1998,4.0,S Korea,1998-11-06,1998-12-06,1120,0
3267,NEPA95101,NEPA,1995,1.0,Austria,1995-05-04,1995-05-17,,0
3268,NEPA95301,NEPA,1995,3.0,Germany,1995-10-02,1995-10-25,,0
3269,PUMO97307,PUMO,1997,3.0,Slovenia,1997-09-24,1997-10-15,,0
3270,TILI94304,TILI,1994,3.0,Canada,1994-09-22,1994-10-10,,0
3271,CHRW70301,CHRW,1970,3.0,Japan,1970-10-24,1970-10-28,1113,0
3272,CHRE71101,CHRE,1971,1.0,Japan,1971-04-08,1971-05-28,,0
3273,CHRW82301,CHRW,1982,3.0,France,1982-10-09,1982-11-02,,0
3274,CHRW90301,CHRW,1990,3.0,S Korea,1990-08-26,1990-09-14,0920,0
3275,MAKA89307,MAKA,1989,3.0,Japan,,,,0
3276,ANN190303,ANN1,1990,3.0,Italy,1990-10-05,1990-10-25,,0
3277,PUMO95308,PUMO,1995,3.0,Switzerland,,1995-10-23,,0
3278,SITA95301,SITA,1995,3.0,Netherlands,,1995-09-22,,0
3279,GIME94301,GIME,1994,3.0,Japan,1994-10-03,1994-10-28,,0
3280,GIME93301,GIME,1993,3.0,Japan,1993-09-23,1993-10-09,,0
3281,DHAM97301,DHAM,1997,3.0,Japan,1997-10-02,1997-10-15,,0
3282,TENG98101,TENG,1998,1.0,Japan,,,,0
3283,TENG49101,TENG,1949,1.0,Switzerland,1949-05-19,1949-06-17,1000,0
3284,CHRW70101,CHRW,1970,1.0,S Korea,1970-04-19,1970-05-01,,0
3285,AMAD99101,AMAD,1999,1.0,Switzerland,1999-04-10,1999-04-24,1740,0
3286,AMAD99102,AMAD,1999,1.0,USA,1999-04-09,1999-04-21,,0
3287,AMAD99103,AMAD,1999,1.0,UK,1999-05-01,1999-05-07,,0
3288,AMAD99104,AMAD,1999,1.0,Ukraine,1999-05-03,1999-05-09,,0
3289,ANN199101,ANN1,1999,1.0,Spain,1999-04-07,1999-04-29,1130,1
3290,ANN199102,ANN1,1999,1.0,Spain,1999-03-26,1999-04-11,,0
3291,BARU93101,BARU,1993,1.0,USA,,,,0
3292,BHRI99201,BHRI,1999,2.0,Japan,1999-07-27,1999-08-03,,0
3293,CHOY92201,CHOY,1992,2.0,Germany,,1992-08-15,,0
3294,CHOY99101,CHOY,1999,1.0,Germany,1999-04-11,1999-05-06,1230,0
3295,CHOY99102,CHOY,1999,1.0,Spain,1999-04-16,1999-04-26,,0
3296,CHOY99103,CHOY,1999,1.0,Norway,1999-03-29,1999-04-13,1245,1
3297,CHOY99104,CHOY,1999,1.0,Spain,1999-04-15,1999-04-30,0945,0
3298,CHOY99105,CHOY,1999,1.0,Spain,1999-04-15,1999-05-07,1430,1
3299,CHOY99106,CHOY,1999,1.0,Austria,1999-05-07,1999-05-19,1430,0
3300,CHOY99107,CHOY,1999,1.0,Germany,1999-04-28,1999-05-20,1100,1
3301,CHOY99108,CHOY,1999,1.0,Switzerland,1999-04-06,1999-04-26,1315,0
3302,CHOY99109,CHOY,1999,1.0,Bulgaria,1999-05-07,1999-05-17,,0
3303,CHOY99110,CHOY,1999,1.0,Italy,1999-05-15,1999-05-22,1200,0
3304,CHOY99111,CHOY,1999,1.0,UK,1999-04-24,1999-05-18,1100,0
3305,CHOY99112,CHOY,1999,1.0,Japan,1999-04-04,1999-04-27,,0
3306,CHOY99113,CHOY,1999,1.0,Russia,1999-04-23,1999-05-23,1340,0
3307,CHOY99114,CHOY,1999,1.0,Mexico,1999-04-04,1999-04-23,0955,0
3308,CHOY99115,CHOY,1999,1.0,Colombia,1999-04-05,1999-04-25,1430,0
3309,CHOY99116,CHOY,1999,1.0,USA,1999-04-05,1999-05-04,0900,0
3310,CHOY99117,CHOY,1999,1.0,USA,1999-04-06,1999-05-04,,0
3311,CHRI99201,CHRI,1999,2.0,Japan,1999-08-15,1999-08-15,,1
3312,CTSE92101,CTSE,1992,1.0,Taiwan,,1992-05-08,,0
3313,DHA199101,DHA1,1999,1.0,USA,1999-04-30,1999-05-04,,0
3314,DHA199102,DHA1,1999,1.0,Switzerland,1999-04-29,1999-05-26,,1
3315,DHAM99101,DHAM,1999,1.0,S Korea,1999-04-14,1999-04-19,0720,0
3316,DORJ99101,DORJ,1999,1.0,Netherlands,1999-04-25,1999-05-10,,0
3317,EVER99101,EVER,1999,1.0,Italy,1999-04-19,1999-05-26,1130,1
3318,EVER99102,EVER,1999,1.0,Belgium,1999-04-06,1999-05-18,,1
3319,EVER99103,EVER,1999,1.0,S Africa,1999-05-01,1999-05-29,0800,1
3320,EVER99104,EVER,1999,1.0,Belgium,1999-04-06,1999-05-18,1330,1
3321,EVER99105,EVER,1999,1.0,Italy,1999-04-13,1999-05-18,,0
3322,EVER99106,EVER,1999,1.0,Austria,1999-04-23,1999-05-26,,0
3323,EVER99107,EVER,1999,1.0,Switzerland,1999-04-16,1999-05-17,,1
3324,EVER99108,EVER,1999,1.0,USA,1999-04-11,1999-05-26,1010,1
3325,EVER99109,EVER,1999,1.0,USA,1999-04-11,1999-05-26,1000,1
3326,EVER99110,EVER,1999,1.0,USA,1999-04-11,1999-05-07,,0
3327,EVER99111,EVER,1999,1.0,USA,1999-03-29,1999-05-17,1450,1
3328,EVER99112,EVER,1999,1.0,Sweden,1999-04-14,1999-05-05,,1
3329,EVER99113,EVER,1999,1.0,Ireland,1999-04-04,1999-05-12,0905,1
3330,EVER99114,EVER,1999,1.0,Sweden,1999-03-22,1999-05-06,1100,1
3331,EVER99115,EVER,1999,1.0,UK,1999-03-29,1999-05-05,,1
3332,EVER99116,EVER,1999,1.0,China,,1999-05-28,0545,1
3333,EVER99117,EVER,1999,1.0,Poland,1999-04-11,1999-05-25,,1
3334,EVER99118,EVER,1999,1.0,UK,1999-04-05,1999-05-12,0830,1
3335,EVER99119,EVER,1999,1.0,USA,1999-04-04,1999-05-05,,1
3336,EVER99120,EVER,1999,1.0,Canada,1999-04-10,1999-05-05,,1
3337,EVER99121,EVER,1999,1.0,USA,1999-04-10,1999-05-12,,0
3338,EVER99122,EVER,1999,1.0,Japan,,1999-04-17,,0
3339,EVER99123,EVER,1999,1.0,Denmark,1999-03-10,1999-05-06,,1
3340,EVER99124,EVER,1999,1.0,Spain,1999-04-08,1999-05-12,,0
3341,EVER99125,EVER,1999,1.0,India,1999-04-14,1999-05-22,0700,1
3342,EVER99126,EVER,1999,1.0,Mexico,1999-04-15,1999-05-27,1225,1
3343,EVER99127,EVER,1999,1.0,New Zealand,1999-04-09,1999-05-27,0645,1
3344,EVER99128,EVER,1999,1.0,Georgia,1999-04-03,1999-05-12,1000,1
3345,EVER99129,EVER,1999,1.0,Japan,1999-04-11,1999-05-13,0930,1
3346,EVER99130,EVER,1999,1.0,Georgia,1999-04-11,1999-05-26,1100,1
3347,EVER99131,EVER,1999,1.0,Poland,1999-04-13,1999-05-18,1330,1
3348,EVER99132,EVER,1999,1.0,Nepal,1999-04-05,1999-05-05,,1
3349,EVER99133,EVER,1999,1.0,China,,1999-05-18,,0
3350,EVER99134,EVER,1999,1.0,Ukraine,1999-03-30,1999-05-08,,0
3351,EVER99135,EVER,1999,1.0,Russia,1999-04-16,1999-05-25,,1
3352,EVER99136,EVER,1999,1.0,Yugoslavia,1999-04-11,1999-05-24,,1
3353,EVER99137,EVER,1999,1.0,Mexico,1999-03-30,1999-05-26,0912,1
3354,GANG99101,GANG,1999,1.0,USA,1999-04-15,1999-04-25,,0
3355,KANT98302,KANT,1998,3.0,Japan,1998-08-18,1998-09-03,,0
3356,KANG99101,KANG,1999,1.0,S Korea,1999-04-15,1999-05-12,,1
3357,LHOT99101,LHOT,1999,1.0,Czech Republic,1999-04-19,1999-05-12,1400,0
3358,LHOT99102,LHOT,1999,1.0,Japan,1999-04-15,1999-05-22,1500,1
3359,LHOT99103,LHOT,1999,1.0,UK,,1999-04-29,,0
3360,MAKA99101,MAKA,1999,1.0,Australia,1999-04-12,1999-05-16,1200,0
3361,MAKA99102,MAKA,1999,1.0,UK,1999-04-23,1999-05-23,1400,0
3362,MAKA99103,MAKA,1999,1.0,Switzerland,1999-04-10,1999-05-13,,0
3363,MAKA99104,MAKA,1999,1.0,USA,1999-04-05,1999-04-30,1500,0
3364,MAKA99105,MAKA,1999,1.0,Denmark,1999-04-10,1999-04-30,1500,0
3365,MANA99101,MANA,1999,1.0,Canada,1999-04-05,1999-05-07,1240,0
3366,MANA99102,MANA,1999,1.0,Spain,1999-04-04,1999-04-22,1325,0
3367,MANA99103,MANA,1999,1.0,USA,1999-04-04,1999-04-22,1100,0
3368,MANA99104,MANA,1999,1.0,Germany,1999-04-04,1999-04-29,,0
3369,NUPT99101,NUPT,1999,1.0,USA,1999-04-04,1999-05-17,1505,1
3370,NUPT99102,NUPT,1999,1.0,USA,1999-05-08,1999-05-12,,0
3371,NUPT99103,NUPT,1999,1.0,Italy,1999-04-25,1999-04-28,,0
3372,PUMO99101,PUMO,1999,1.0,USA,1999-04-23,1999-04-28,1530,0
3373,THAM99101,THAM,1999,1.0,Spain,1999-04-24,1999-04-26,1700,0
3374,DORJ99302,DORJ,1999,3.0,France,1999-10-09,1999-10-28,,0
3375,KGUR99301,KGUR,1999,3.0,Italy,1999-10-09,1999-10-10,,0
3376,LHOT99104,LHOT,1999,1.0,Spain,1999-04-08,1999-04-21,0830,0
3377,GANC99301,GANC,1999,3.0,Switzerland,1999-10-09,1999-10-15,,0
3378,LANG99301,LANG,1999,3.0,Spain,1999-09-28,1999-10-13,,0
